,FRAME,FRAME_FILE_PATH,CROP_FILE_PATH,CROP_NUM,xA,yA,xB,yB,ID,INFO
381,93,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_93.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_93_crop_1.jpg,1,283,6,499,438,,
382,93,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_93.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_93_crop_2.jpg,2,49,74,193,362,,
383,93,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_93.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_93_crop_3.jpg,3,573,169,637,297,,
384,94,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_94.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_94_crop_0.jpg,0,295,6,511,438,,
385,94,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_94.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_94_crop_1.jpg,1,131,3,347,435,,
386,94,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_94.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_94_crop_2.jpg,2,18,74,162,362,,
387,94,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_94.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_94_crop_3.jpg,3,548,120,640,312,,
388,95,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_95.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_95_crop_0.jpg,0,386,28,530,316,,
389,95,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_95.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_95_crop_1.jpg,1,141,5,285,293,,
390,95,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_95.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_95_crop_2.jpg,2,312,92,408,284,,
391,95,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_95.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_95_crop_3.jpg,3,234,79,330,271,,
392,96,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_96.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_96_crop_0.jpg,0,341,0,557,428,,
393,96,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_96.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_96_crop_1.jpg,1,498,57,640,345,,
394,96,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_96.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_96_crop_2.jpg,2,149,78,245,270,,
395,97,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_97.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_97_crop_0.jpg,0,387,12,603,444,,
396,97,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_97.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_97_crop_1.jpg,1,289,59,433,347,,
397,97,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_97.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_97_crop_2.jpg,2,150,80,246,272,,
398,98,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_98.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_98_crop_0.jpg,0,292,47,436,335,,
399,98,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_98.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_98_crop_1.jpg,1,486,45,630,333,,
400,98,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_98.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_98_crop_2.jpg,2,138,18,282,306,,
401,99,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_99.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_99_crop_0.jpg,0,142,19,286,307,,
402,99,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_99.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_99_crop_1.jpg,1,429,101,525,293,,
403,99,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_99.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_99_crop_2.jpg,2,486,90,582,282,,
404,99,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_99.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_99_crop_3.jpg,3,282,90,378,282,,
405,99,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_99.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_99_crop_4.jpg,4,367,88,463,280,,
406,100,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_100.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_100_crop_0.jpg,0,0,127,93,319,,
407,100,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_100.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_100_crop_1.jpg,1,142,8,286,296,,
408,100,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_100.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_100_crop_2.jpg,2,438,94,534,286,,
409,100,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_100.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_100_crop_3.jpg,3,373,92,469,284,,
410,100,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_100.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_100_crop_4.jpg,4,243,80,339,272,,
411,101,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_101.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_101_crop_0.jpg,0,341,0,557,432,,
412,101,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_101.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_101_crop_1.jpg,1,499,56,640,344,,
413,101,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_101.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_101_crop_2.jpg,2,149,81,245,273,,
414,102,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_102.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_102_crop_0.jpg,0,319,7,535,439,,
415,102,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_102.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_102_crop_1.jpg,1,0,71,137,359,,
416,102,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_102.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_102_crop_2.jpg,2,208,66,352,354,,
417,102,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_102.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_102_crop_3.jpg,3,461,62,605,350,,
418,102,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_102.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_102_crop_4.jpg,4,571,178,635,306,,
419,102,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_102.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_102_crop_5.jpg,5,153,80,249,272,,
420,103,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_103.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_103_crop_0.jpg,0,146,11,290,299,,
421,103,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_103.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_103_crop_1.jpg,1,383,100,479,292,,
422,103,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_103.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_103_crop_2.jpg,2,458,96,554,288,,
423,103,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_103.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_103_crop_3.jpg,3,271,84,367,276,,
424,104,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_104.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_104_crop_0.jpg,0,468,47,612,335,,
425,104,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_104.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_104_crop_1.jpg,1,308,38,452,326,,
426,104,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_104.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_104_crop_2.jpg,2,135,19,279,307,,
427,105,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_105.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_105_crop_0.jpg,0,346,12,562,444,,
428,105,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_105.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_105_crop_1.jpg,1,241,65,385,353,,
429,105,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_105.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_105_crop_2.jpg,2,151,80,247,272,,
430,106,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_106.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_106_crop_0.jpg,0,374,38,518,326,,
431,106,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_106.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_106_crop_1.jpg,1,146,14,290,302,,
432,106,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_106.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_106_crop_2.jpg,2,471,93,567,285,,
433,106,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_106.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_106_crop_3.jpg,3,275,85,371,277,,
434,107,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_107.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_107_crop_0.jpg,0,347,36,491,324,,
435,107,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_107.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_107_crop_1.jpg,1,144,14,288,302,,
436,107,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_107.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_107_crop_2.jpg,2,447,94,543,286,,
437,107,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_107.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_107_crop_3.jpg,3,290,145,354,273,,
438,107,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_107.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_107_crop_4.jpg,4,255,76,351,268,,
439,108,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_108.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_108_crop_0.jpg,0,409,49,553,337,,
440,108,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_108.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_108_crop_1.jpg,1,344,37,488,325,,
441,108,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_108.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_108_crop_2.jpg,2,126,18,270,306,,
442,109,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_109.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_109_crop_0.jpg,0,58,121,154,313,,
443,109,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_109.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_109_crop_1.jpg,1,392,20,536,308,,
444,109,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_109.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_109_crop_2.jpg,2,141,6,285,294,,
445,109,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_109.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_109_crop_3.jpg,3,321,96,417,288,,
446,109,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_109.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_109_crop_4.jpg,4,234,82,330,274,,
447,110,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_110.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_110_crop_0.jpg,0,284,0,500,428,,
448,110,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_110.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_110_crop_1.jpg,1,450,58,594,346,,
449,110,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_110.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_110_crop_2.jpg,2,150,80,246,272,,
450,111,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_111.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_111_crop_0.jpg,0,297,51,441,339,,
451,111,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_111.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_111_crop_1.jpg,1,485,48,629,336,,
452,111,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_111.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_111_crop_2.jpg,2,137,20,281,308,,
453,112,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_112.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_112_crop_0.jpg,0,437,48,581,336,,
454,112,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_112.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_112_crop_1.jpg,1,323,39,467,327,,
455,112,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_112.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_112_crop_2.jpg,2,132,13,276,301,,
456,113,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_113.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_113_crop_0.jpg,0,484,55,628,343,,
457,113,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_113.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_113_crop_1.jpg,1,372,49,516,337,,
458,113,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_113.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_113_crop_2.jpg,2,149,83,245,275,,
459,114,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_114.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_114_crop_0.jpg,0,76,41,220,329,,
460,114,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_114.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_114_crop_1.jpg,1,142,5,286,293,,
461,114,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_114.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_114_crop_2.jpg,2,387,94,483,286,,
462,114,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_114.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_114_crop_3.jpg,3,309,92,405,284,,
463,114,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_114.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_114_crop_4.jpg,4,234,78,330,270,,
464,115,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_115.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_115_crop_0.jpg,0,494,57,638,345,,
465,115,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_115.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_115_crop_1.jpg,1,375,49,519,337,,
466,115,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_115.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_115_crop_2.jpg,2,148,80,244,272,,
467,116,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_116.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_116_crop_0.jpg,0,270,36,414,324,,
468,116,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_116.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_116_crop_1.jpg,1,469,106,565,298,,
469,116,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_116.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_116_crop_2.jpg,2,549,104,640,296,,
470,116,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_116.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_116_crop_3.jpg,3,141,8,285,296,,
471,116,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_116.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_116_crop_4.jpg,4,362,84,458,276,,
472,117,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_117.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_117_crop_0.jpg,0,502,55,640,343,,
473,117,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_117.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_117_crop_1.jpg,1,387,49,531,337,,
474,117,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_117.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_117_crop_2.jpg,2,150,80,246,272,,
475,118,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_118.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_118_crop_0.jpg,0,266,26,410,314,,
476,118,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_118.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_118_crop_1.jpg,1,141,7,285,295,,
477,118,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_118.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_118_crop_2.jpg,2,498,97,594,289,,
478,118,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_118.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_118_crop_3.jpg,3,363,85,459,277,,
479,119,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_119.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_119_crop_0.jpg,0,284,46,428,334,,
480,119,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_119.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_119_crop_1.jpg,1,494,41,638,329,,
481,119,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_119.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_119_crop_2.jpg,2,141,8,285,296,,
482,120,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_120.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_120_crop_0.jpg,0,415,103,511,295,,
483,120,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_120.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_120_crop_1.jpg,1,306,96,402,288,,
484,120,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_120.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_120_crop_2.jpg,2,142,0,286,288,,
485,120,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_120.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_120_crop_3.jpg,3,362,91,458,283,,
486,120,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_120.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_120_crop_4.jpg,4,234,78,330,270,,
487,121,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_121.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_121_crop_0.jpg,0,410,100,506,292,,
488,121,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_121.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_121_crop_1.jpg,1,143,2,287,290,,
489,121,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_121.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_121_crop_2.jpg,2,360,92,456,284,,
490,121,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_121.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_121_crop_3.jpg,3,304,89,400,281,,
491,122,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_122.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_122_crop_0.jpg,0,309,18,525,450,,
492,122,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_122.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_122_crop_1.jpg,1,197,71,341,359,,
493,122,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_122.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_122_crop_2.jpg,2,0,69,141,357,,
494,122,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_122.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_122_crop_3.jpg,3,538,112,634,304,,
495,122,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_122.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_122_crop_4.jpg,4,153,80,249,272,,
496,123,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_123.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_123_crop_0.jpg,0,496,69,640,357,,
497,123,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_123.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_123_crop_1.jpg,1,265,61,409,349,,
498,123,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_123.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_123_crop_2.jpg,2,401,61,545,349,,
499,123,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_123.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_123_crop_3.jpg,3,150,82,246,274,,
500,124,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_124.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_124_crop_0.jpg,0,367,40,511,328,,
501,124,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_124.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_124_crop_1.jpg,1,145,11,289,299,,
502,124,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_124.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_124_crop_2.jpg,2,467,92,563,284,,
503,124,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_124.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_124_crop_3.jpg,3,273,86,369,278,,
504,125,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_125.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_125_crop_0.jpg,0,304,13,520,445,,
505,125,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_125.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_125_crop_1.jpg,1,193,71,337,359,,
506,125,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_125.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_125_crop_2.jpg,2,2,69,146,357,,
507,125,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_125.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_125_crop_3.jpg,3,543,116,639,308,,
